Date,Close,Return,Volatility,Market_Regime
1993-02-05,44.96875,-0.000694444444444442,0.0043676945737727915,2
1993-02-08,44.96875,0.0,0.0045240225149380826,2
1993-02-09,44.65625,-0.006949270326615742,0.006479000242569099,2
1993-02-10,44.71875,0.0013995801259623075,0.004104612764808151,2
1993-02-11,44.9375,0.004891684136967056,0.004309761736693136,2
1993-02-12,44.59375,-0.0076495132127955,0.005451876589398718,2
1993-02-16,43.46875,-0.02522775052557813,0.011664168863782954,0
1993-02-17,43.4375,-0.0007189072609633529,0.01196084328623474,0
1993-02-18,43.40625,-0.0007194244604316058,0.011691493813528612,0
1993-02-19,43.5625,0.003599712023038215,0.011404535016460755,0
1993-02-22,43.71875,0.0035868005738881603,0.012118231451416363,0
1993-02-23,43.6875,-0.0007147962830593713,0.0023612182155040243,2
1993-02-24,44.25,0.012875536480686733,0.005550491245434575,2
1993-02-25,44.34375,0.0021186440677967155,0.005109920387403741,2
1993-02-26,44.40625,0.0014094432699083281,0.0052754319009139005,2
1993-03-01,44.28125,-0.0028149190710766714,0.006073339731078253,2
1993-03-02,44.9375,0.014820042342978068,0.007720114391298242,0
1993-03-03,45.125,0.004172461752433909,0.006591269602075571,2
1993-03-04,44.875,-0.005540166204986097,0.007883867327814754,2
1993-03-05,44.75,-0.0027855153203342198,0.00823238909683902,2
1993-03-08,45.75,0.022346368715083775,0.011799170143340927,0
1993-03-09,45.59375,-0.003415300546448119,0.011436886444589112,0
1993-03-10,45.6875,0.0020562028786841324,0.011419739600635803,0
1993-03-11,45.5625,-0.002735978112175075,0.010984751467777002,0
1993-03-12,45.09375,-0.010288065843621408,0.012408663513268756,0
1993-03-15,45.3125,0.00485100485100487,0.00580047508632267,2
1993-03-16,45.3125,0.0,0.005779423766526562,2
1993-03-17,45.03125,-0.006206896551724128,0.00578859175456695,2
1993-03-18,45.3125,0.006245662734212454,0.007090170965658834,2
1993-03-19,45.03125,-0.006206896551724128,0.0059000999299897005,2
1993-03-22,44.78125,-0.005551700208188737,0.005463742354056329,2
1993-03-23,44.875,0.002093510118632347,0.0057604336490512335,2
1993-03-24,44.875,0.0,0.005253559165949034,2
1993-03-25,45.15625,0.0062674094707519945,0.005260734360934546,2
1993-03-26,44.90625,-0.00553633217993077,0.005090386194966518,2
1993-03-29,45.09375,0.0041753653444676075,0.004526256404187139,2
1993-03-30,45.21875,0.002772002772002846,0.004562273715863335,2
1993-03-31,45.1875,-0.0006910850034553828,0.004630389508663461,2
1993-04-01,45.03125,-0.003457814661134151,0.004083612074144371,2
1993-04-02,44.09375,-0.020818875780707846,0.010075097127989685,0
1993-04-05,44.3125,0.0049610205527994555,0.01023166723520179,0
1993-04-06,44.1875,-0.0028208744710860323,0.009672235971066756,0
1993-04-07,44.34375,0.0035360678925036026,0.010262301884641703,0
1993-04-08,44.28125,-0.0014094432699084392,0.01031613440755451,0
1993-04-12,44.90625,0.014114326040931546,0.0066839475659327165,2
1993-04-13,45.0,0.0020876826722338038,0.0066693729237049665,2
1993-04-14,44.9375,-0.001388888888888884,0.006375753856638526,2
1993-04-15,44.9375,0.0,0.006548978015148812,2
1993-04-16,44.9375,0.0,0.006356412649633207,2
1993-04-19,44.75,-0.004172461752433909,0.00230670731396797,2
1993-04-20,44.53125,-0.004888268156424624,0.0023127207130710136,2
1993-04-21,44.5,-0.00070175438596487,0.0023841058041499143,2
1993-04-22,43.9375,-0.012640449438202195,0.005029903972575892,2
1993-04-23,43.75,-0.004267425320056861,0.004402480332744291,2
1993-04-26,43.40625,-0.007857142857142896,0.004467340006387194,2
1993-04-27,43.875,0.010799136069114423,0.008857376375496431,0
1993-04-28,43.78125,-0.002136752136752129,0.008789975283905677,0
1993-04-29,43.96875,0.004282655246252709,0.007405051716537846,2
1993-04-30,44.03125,0.001421464108031234,0.006978701257024026,2
1993-05-03,44.3125,0.0063875088715401596,0.0049041617824408705,2
1993-05-04,44.46875,0.0035260930888576514,0.00323317575777393,2
1993-05-05,44.59375,0.0028109627547434624,0.001842113631564881,2
1993-05-06,44.4375,-0.003503854239663595,0.0036325436141188337,2
1993-05-07,44.34375,-0.002109704641350185,0.004115509721644244,2
1993-05-10,44.4375,0.0021141649048626032,0.003159189791566216,2
1993-05-11,44.625,0.00421940928270037,0.003332000395450269,2
1993-05-12,44.5625,-0.0014005602240896309,0.00319647840641768,2
1993-05-13,44.03125,-0.01192145862552596,0.006209900203820772,2
1993-05-14,44.0,-0.0007097232079489313,0.006225094416197172,2
1993-05-17,44.15625,0.0035511363636364646,0.006464516992811916,2
1993-05-18,44.125,-0.0007077140835102247,0.0057589534757199485,2
1993-05-19,45.03125,0.02053824362606238,0.011773287361365204,0
1993-05-20,45.15625,0.002775850104094424,0.008854686599067595,0
1993-05-21,44.75,-0.00899653979238757,0.010778150711355954,0
1993-05-24,44.9375,0.0041899441340782495,0.010783697792783192,0
1993-05-25,45.03125,0.0020862308762170656,0.01057769091056992,0
1993-05-26,45.59375,0.012491325468424685,0.007666481965477276,2
1993-05-27,45.4375,-0.0034270047978066653,0.008102069765356016,2
1993-05-28,45.21875,-0.004814305364511662,0.00690476220780317,2
1993-06-01,45.65625,0.009675190048376026,0.007707845900318,2
1993-06-02,45.59375,-0.001368925393566034,0.00798289320827721,2
1993-06-03,45.4375,-0.0034270047978066653,0.005913730689365989,2
1993-06-04,45.28125,-0.00343878954607979,0.005915105201532008,2
1993-06-07,45.125,-0.0034506556245686992,0.005704203491112737,2
1993-06-08,44.71875,-0.009002770083102463,0.002863590978842041,2
1993-06-09,44.875,0.0034940600978337066,0.004434181076875259,2
1993-06-10,44.90625,0.0006963788300835549,0.004745767918817096,2
1993-06-11,45.09375,0.0041753653444676075,0.005471339845297804,2
1993-06-14,45.03125,-0.001386001386001423,0.005298100248141923,2
1993-06-15,44.9375,-0.002081887578070818,0.0028100007143364953,2
1993-06-16,45.03125,0.0020862308762170656,0.0025539231612787924,2
1993-06-17,45.1875,0.00346981263011803,0.002838774126811575,2
1993-06-18,44.5,-0.015214384508990264,0.007410552071982428,2
1993-06-21,44.59375,0.00210674157303381,0.007714940967081522,2
1993-06-22,44.625,0.0007007708479327412,0.007800835281079461,2
1993-06-23,44.21875,-0.0091036414565826,0.008158269506843913,2
1993-06-24,44.8125,0.013427561837455748,0.011028551795600208,0
1993-06-25,44.78125,-0.0006973500697350365,0.008067092994143163,2
1993-06-28,45.28125,0.011165387299371998,0.00923057457715049,2
1993-06-29,45.0625,-0.004830917874396157,0.00989723673958692,0
1993-06-30,45.0625,0.0,0.008001514564080412,2
1993-07-01,44.9375,-0.00277392510402219,0.0062158069144838245,2
1993-07-02,44.6875,-0.0055632823365785455,0.006816271341090808,2
1993-07-06,44.21875,-0.010489510489510523,0.003875423276436424,2
1993-07-07,44.34375,0.002826855123674976,0.005134846372435443,2
1993-07-08,44.84375,0.01127554615926707,0.008356731099422619,2
1993-07-09,44.96875,0.0027874564459930973,0.00842227358932909,2
1993-07-12,44.9375,-0.0006949270326616075,0.007856547499720307,2
1993-07-13,44.90625,-0.0006954102920723182,0.004894345130385484,2
1993-07-14,45.0625,0.003479471120389599,0.004893945006280262,2
1993-07-15,44.875,-0.004160887656033285,0.003084383723651156,2
1993-07-16,44.75,-0.0027855153203342198,0.0028907917271846833,2
1993-07-19,44.71875,-0.0006983240223463749,0.0028907108880892422,2
1993-07-20,44.84375,0.002795248078266921,0.003357993632675975,2
1993-07-21,44.8125,-0.0006968641114982743,0.002631842763610733,2
1993-07-22,44.5,-0.006973500697350032,0.0035777460117352084,2
1993-07-23,44.71875,0.004915730337078594,0.004513709338607447,2
1993-07-26,44.96875,0.005590496156533842,0.005147934439542827,2
1993-07-27,44.9375,-0.0006949270326616075,0.005101460254984339,2
1993-07-28,44.84375,-0.0020862308762169546,0.005214644666484274,2
1993-07-29,45.09375,0.0055749128919859725,0.003740156653460943,2
1993-07-30,44.84375,-0.005544005544005581,0.004906403528612253,2
1993-08-02,44.96875,0.0027874564459930973,0.0043133679027394685,2
1993-08-03,45.0,0.0006949270326614965,0.0043015563315122315,2
1993-08-04,45.0,0.0,0.0041109562682460155,2
1993-08-05,44.90625,-0.002083333333333326,0.0031580445380550853,2
1993-08-06,44.96875,0.0013917884481557952,0.0018008632562094879,2
1993-08-09,45.21875,0.005559416261292638,0.0028052825339842775,2
1993-08-10,45.1875,-0.0006910850034553828,0.0029228817813057597,2
1993-08-11,45.1875,0.0,0.0029228817813057597,2
1993-08-12,45.0625,-0.0027662517289073207,0.0031037279468474556,2
1993-08-13,45.125,0.001386962552011095,0.0031034592984351536,2
1993-08-16,45.375,0.005540166204986097,0.0030959232254043198,2
1993-08-17,45.53125,0.003443526170798794,0.0031844048978559793,2
1993-08-18,45.78125,0.005490734385724005,0.0034633353230229934,2
1993-08-19,45.78125,0.0,0.002465076524780226,2
1993-08-20,45.8125,0.0006825938566552558,0.0026085607972439126,2
1993-08-23,45.71875,-0.0020463847203274765,0.0029663638982012864,2
1993-08-24,46.21875,0.010936431989063466,0.005220782440998253,2
1993-08-25,46.25,0.0006761325219744041,0.005091877168108738,2
1993-08-26,46.28125,0.0006756756756756133,0.0050324979794277086,2
1993-08-27,46.25,-0.0006752194463200967,0.005168625161335847,2
1993-08-30,46.4375,0.004054054054054124,0.0046989112171943875,2
1993-08-31,46.5625,0.0026917900403768957,0.001872978919486205,2
